"","Title","Location","Plaque.text.Description","Agriculture","Archaeology","Artsculture","Blackheritage","Buildingsstructures","Communities","Disasters","Education","Environment","Exploration","FirstNations","Franco","Furtrade","Industry","Organizations","People","Politics","Religion","Scientific","Sports","Transportation","Warconflict","Womenhist","Region","County.District","Municipality","Latitude","Longitude"
"693","Lionel Conacher 1900-
1954","In Frank Stollery Parkette near his birthplace, Davenport Road and Yonge Street, Toronto","Reputedly the greatest all-round athlete Canada has ever produced, Conacher was born near here. As a child he was seized by the desire to excel in sports and, taking up football, lacrosse, wrestling, hockey and baseball, he developed remarkable endurance and superb physical skills. In 1920 Conacher won the Canadian light-heavyweight boxing championship and the following year he led the Toronto Argonauts to a Grey Cup Victory. ""The Big Train"" then devoted himself to professional hockey. A defenseman for National Hockey League teams in Pittsburgh, New York, Montreal and Chicago, he gained a reputation as an aggressive player and a brilliant tactician. In 1937 Conacher retired from professional sports. Thirteen years later he was named the outstanding Canadian male athlete of the half-century.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"694","Little Trinity Church","At the church, 425 King Street East, Toronto","Founded in 1842, this is the oldest surviving church in the city of Toronto. Under the patronage of the Right Reverend John Strachan, first Anglican Bishop of Toronto, funds were raised to start construction in 1843. Its first rector was the Rev. W.H. Ripley, and regular services commenced on February 18, 1844. Attended largely by industrial workers, it was known as ""The Poor Man's Church"", although such prominent citizens as William Gooderham, James Worts, Joseph Shuter, William Cawthra and Alexander Dixon were associated with the church in its early days. Gutted by fire in 1961, it has been restored to its early proportions and is a good example of early Gothic Revival architecture.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"695","Lloydtown","On Regional Road 16, about 2 km west of County Road 27 in the vicinity of Lloyd's original land purchase, Lloydtown","In 1832, Jesse Lloyd, a Quaker who had come from Pennsylvania to Upper Canada about 1812, purchased 60 acres of land in this vicinity. During the following years he sold portions of his property to incoming settlers. The erection of a grist-mill, sawmill and woolen mill, two tanneries, stores and a number of pioneer industries hastened Lloydtown's growth. By 1851 the community contained a post-office and two churches and had a population of about 350 persons. Jesse Lloyd, the founder of the village, had played a significant role in the rebellion of 1837. He raised and trained a local force, but following MacKenzie's defeat Lloyd was forced to flee to the United States where he died in exile.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Greater Toronto Area","Regional Municipality of York","Township of King",43.990133,-79.6955
"696","Loew's Yonge Street and Winter Garden Theatres","In the main lobby of the Elgin and Winter Garden Theatre Centre, Toronto.","Designed by architect Thomas Lamb for entrepreneur Marcus Loew as the Canadian flagship of his American theatre chain, these double-decker theatres opened in 1913-14. The 2,149- seat, lower theatre was decorated with classical details and red damask, while flowers, leaves, lanterns and garden murals embellished the 1,410-seat rooftop Winter Garden Theatre.
Both theatres presented vaudeville acts and silent moving pictures until 1928 when the Winter Garden was closed and Loew's Yonge Street was converted to show sound movies. After the lower theatre (renamed the Elgin in 1978) closed in 1981, the theatres were acquired by the Ontario Heritage Foundation, which restored and upgraded the building. The Elgin and Winter Garden Theatre Centre reopened in 1989 and is the last of its kind in operation.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",43.65303919,-79.37929689
"697","London and Port Stanley Railway, The","At King George VI Bridge, Highway 4, Port Stanley","After the Great Western Railway reached London in 1853, local businessmen and politicians began promoting a competitive line south to Lake Erie. The London and Port Stanley Railway began operations in 1856. Like most early Canadian railways, it was expensive to build and difficult to pay off, but it contributed enormously to the local economy. Its main business was shipping coal from Pennsylvania and carrying tourists to and from the lakeshore. The City of London gained control of the  L.& P.S.R. in 1894 and converted it to electricity in 1913. The line prospered, carrying more freight and over a million passengers in some years before the Depression. The increased use of the automobile in the 1950s brought about its decline.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"Southwestern Ontario","County of Elgin","Municipality of Central Elgin",NA,NA
"698","Long Island Mill, The","At the mill, Mill Street, Manotick","An outstanding example of mill architecture in Ontario, this grist- mill was constructed by Thomas Langrell, an Ottawa contractor, for Moss K. Dickinson (1822-97) and Joseph M. Currier (1820- 84), the owners of a nearby mill. The Long Island Mill began operation in 1860 with four sets of mill-stones driven by water- powered turbines manufactured in Ottawa. By the autumn of 1862, a woollen-mill had been added to this industrial complex, around which the community of Manotick developed. Dickinson acquired full interest in the mills in 1863 and the family retained ownership of the Long Island Mill until 1929. In 1972, this mill, the adjacent Dickinson House, and the original carriage-shed were purchased and restored by the Rideau Valley Conservation Authority.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ottawa","City of Ottawa (District)","City of Ottawa",NA,NA
"699","Long Lake Posts","In Centennial Park in the vicinity of the sites of the former posts, Forestry Road and York Street, Longlac","In 1814, the Hudson's Bay Company set up a trading post on Long Lake about two miles southwest of here, close to one established prior to 1800 by the North West Company. The latter had been intercepting trade which would otherwise have gone to Henley House, an H.B.C. post on the Albany River some 140 miles to the northeast. The two local posts continued in bitter competition until the union of the rival companies in 1821. In subsequent years Long Lake House was a relay post on the winter ""express route"" between Red River and Moose Factory. The post was moved in 1921 to its present location at Longlac.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Northern Ontario","District of Thunder Bay","Municipality of Greenstone",NA,NA
"700","Long Point Portage, The","Just inside the entrance to Long Point Provincial Park, in the vicinity of the former portage, at the foot of Highway 59","This portage, which crossed the isthmus joining Long Point to the mainland, was used by travelers in small craft following the north shore of Lake Erie in order to avoid the open waters and the length of the journey around the Point. Although used earlier by the Indians, the portage was first recorded in 1670 by two Sulpician missionaries, Dollier de Casson and René de Bréhant de Galinée. For about 150 years traffic increased over the carrying place, first as a result of the French expansion to the south-west, including the founding of Detroit in 1701, and, after 1783, because of the movement of settlers into this region. The portage was abandoned in 1833 when a storm broke a navigable channel through the isthmus.",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"Southwestern Ontario","County of Norfolk (District)","Long Point Provincial Park",NA,NA
"701","Long Point Settlement, The","Within the area of the original settlement, on the grounds of the OPP office, Highway 59, north of Long Point and south of Walsingham","Long Point was known to traders and travellers before the area was purchased from the Mississauga Indians in 1784. In this unsurveyed area twenty to thirty ""squatters"" had settled by  1791, some of whom were allowed to remain following surveys and Governor Simcoe's visit in 1795. Further land grants were made to approved applicants, including many Loyalists. During the War of 1812 General Brock raised militia volunteers here for the attack on Detroit. The settlement's farms and mills, until ravaged in 1814 by U.S. troops, helped supply the armed forces. By 1825 the ""Long Point Settlement"" was prospering again and in 1837 the seven townships became part of the new Talbot District.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,"Southwestern Ontario","County of Norfolk (District)","County of Norfolk",NA,NA
"702","Lord Beaverbrook 1879-
1964","At St. Andrew's Presbyterian Church to which he donated a carillon, 9860 Keele Street, Maple","One of the Commonwealth's best-known publishers, politicians and philanthropists, William Maxwell Aitken, was born in Maple. The son of the Reverend William Aitken, a Presbyterian minister, he was educated in Newcastle, New Brunswick, to which his family moved in 1880. After a highly successful career in Canada as a financier he entered the British House of Commons in 1910 as a strong advocate of Imperial Preferences and was raised to the peerage in 1917 as Lord Beaverbrook. He later became the principal British publisher of mass circulation newspapers. During the Second World War Lord Beaverbrook was a member of the British War Cabinet and is best remembered as the Minister of Aircraft Production who organized the production of the fighter aircraft which won the Battle of Britain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Greater Toronto Area","Regional Municipality of York","City of Vaughan",43.854617,-79.512117
"703","Loring-Wyle Studio, The","On the grounds of the former studio, 110 Glenrose Avenue, just east of Mount Pleasant Road, Toronto","This board-and-batten building, originally the schoolhouse for Christ Church, Deer Park, was acquired in 1920 by Frances Loring and Florence Wyle. Sculpting in the classical tradition, they achieved national prominence and executed many impressive public works, among which are Loring's Sir Robert Borden on Parliament Hill and Wyle's Edith Cavell in Toronto. They were founding members of the Sculptors' Society of Canada and their studio was an important artistic centre where musicians, writers, sculptors, painters, and patrons of the arts congregated. When Frances Loring and Florence Wyle died in 1968 they bequeathed their studio to the Royal Canadian Academy of Arts. The sale of the building allowed the Academy to establish a trust for the development of Canadian artists.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"704","Loss of the ""Jane Miller""","In the Colpoy's Lookout Conservation Area, approximately 11 kilometres (seven miles) northeast of Wiarton.","The ""Jane Miller,"" a wooden-hulled freight and passenger vessel, was built in 1879 at Little Current. A screw-propelled, 210-ton ship 78 feet in length, she was owned by her skipper, Andrew Port of Wiarton. On November 25, 1881, at Owen Sound and Meaford, she loaded a heavy deck cargo destined for Michael Bay, Manitoulin Island. Not obtaining enough wood at Big Bay dock (North Keppel) to reach his destination, Captain Port attempted to reach Spencer's Landing, immediately north of here, but the ship was capsized by gale-force winds almost within sight of it. Some 30 aboard, including her crew of nine, were lost in this, one of Georgian Bay's worst marine disasters.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Southwestern Ontario","County of Grey","Township of Georgian Bluffs",44.798537,-81.028462
"705","Loss of the Speedy, The","On the grounds of the museum at Presqu'ile Provincial Park, south of Brighton, off County Road 2","In 1804, an Indian, Ogetonicut, arrested near York, was accused of murdering a trader, John Sharp, at Lake Scugog. The trial was to be held here in the projected, but never completed, ""district town"" of the Newcastle District. On October 7, the schooner ""Speedy"" sailed from York. Her passengers in addition to the prisoner, included Solicitor General Robert Gray, Judge Thomas Cochrane, High Constable John Fisk and other participants in the trial. The ship appeared briefly off Presqu'ile on the 8th before vanishing forever. The loss of so many prominent persons was a severe blow to the small colony.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central Ontario","County of Northumberland","Presqu'ile Provincial Park",NA,NA
"706","Lost Villages of the St. Lawrence","On the grounds of the Lost Villages Museum, 16361 Fran Laflamme Drive, Long Sault, approx. 10 km west of Cornwall","Construction of the St. Lawrence Seaway required the flooding of 20,000 acres along the Canadian shoreline between Iroquois and Cornwall. Some of these lands had been settled by loyalists in the 1780s. Between 1955 and 1957, 6,500 residents were relocated, many of them to the new communities of Ingleside and Long Sault. Work crews moved buildings to new sites and re-routed highways and railway tracks. Iroquois and part of Morrisburg were rebuilt on higher ground. On ""Inundation Day,"" July 1, 1958, the rising waters of Lake St. Lawrence slowly submerged the villages of Aultsville, Farran's Point, Woodlands, Dickinson's Landing, Wales, Moulinette, Mille Roches, and a farming community on Sheek's Island.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Eastern Ontario","United Counties of Stormont, Dundas and Glengarry","City of Cornwall",NA,NA
"708","Louis de Buade, Comte de Frontenac et de Palluau 1622-1698","In the northeast corner of Confederation Park, opposite the city hall, Ontario Street, Kingston","One of the most influential and controversial figures in Canadian history, Frontenac was born at St-Germain-en-Laye, France. As a member of the noblesse d'épée he was able in 1672 to secure the appointment as Governor-General of New France. Devoted largely because of self-interest to promoting the colony's territorial expansion, Frontenac established a series of fortified fur-trading posts extending into the interior of North America, the first of which, Fort Frontenac, was constructed near here in 1673. He quarreled incessantly with other officials, however, and as a result was recalled in 1682. Reappointed seven years later, Frontenac successfully defended New France from attacks by the Iroquois and English
and continued, until his death in Quebec, to expand the western fur trade.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,"Eastern Ontario","County of Frontenac","City of Kingston",44.229908,-76.479304
"709","Louis Hémon 1880-1913","In Centennial Park, opposite the railway station, Chapleau","The author of ""Maria Chapdelaine"", Hémon was born at Brest, France. He emigrated to Canada in 1911 and spent about eight months in the Lac St-Jean region of Quebec. While working on a farm near Péribonka, he wrote this well-known novel, a story of habitant pioneer life, which won widespread recognition.
Acclaimed by literary critics in France, it was translated into English and many other languages. The French and English versions sold over a million copies. Though ""Maria Chapdelaine"" created much controversy, it has been one of the most widely read books written on French Canada. Killed by a train near Chapleau, Hémon is buried in a local cemetery.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Northern Ontario","District of Sudbury","Township of Chapleau",NA,NA
"710","Louis Hennepin 1626 - c. 1705","In Queen Victoria Park, along the footpath edging the gorge, Niagara Falls","Born and educated in Belgium, Hennepin was ordained a Recollet (Franciscan) friar in France. He was an adventurer at heart and undertook priestly duties in several European countries before being sent to New France as a missionary in 1675. In 1679-80, he accompanied Cavelier de La Salle on his exploration of the Mississippi River. Back in France, Hennepin published a lively account of his travels, Description de la Louisiane (1683), which enjoyed widespread popularity in Europe. Despite exaggeration and self-glorification, Hennepin painted a striking picture of 17th-century North America. His book contains the first recorded description of ""the Wonders of that prodigious Cascade,"" Niagara Falls.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,"Niagara Falls and Region","Regional Municipality of Niagara","City of Niagara Falls",43.08388074,-79.07712454
"711","Louis Shickluna 1808-
1880","Opposite the radio station, Yates Street near St. Paul Street West, St. Catharines","A prominent Canadian shipbuilder, Shickluna was born in Malta, where he worked before emigrating to North America. By 1835, he was engaged in ship construction at Youngstown, New York. Three years later, attracted by the traffic stimulated by the Welland Canal's completion in 1833, he purchased a shipyard on the Canal at St. Catharines. Shickluna steadily expanded his operations, which contributed significantly to the commercial prosperity of the region. Between 1838 and 1880 he directed  the construction of over 140 schooners, barkentines, steamers and other vessels designed primarily for service on the Great Lakes, thereby promoting the development of inland navigation in Canada. Following Shickluna's death, his son Joseph continued to operate the St. Catharines shipyard in 1892.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"Niagara Falls and Region","Regional Municipality of Niagara","City of St. Catharines",NA,NA
"712","Louise C. McKinney 1868 1931","On the grounds of the Kitley Historical Museum, Highway 29, Frankville","Born on a nearby farm, Louise Crummy taught school in Leeds County and in 1896 married James McKinney. In 1903 they settled at Claresholm, Alberta. A leader in the temperance movement and strong advocate of female suffrage, she was elected as an Independent member of the Alberta legislature in 1917. She thus became the first woman in the British Empire to gain a parliamentary seat. In 1929 five leaders in the struggle for female emancipation, Louise McKinney, Emily Murphy, Nellie McClung, Henrietta Edwards and Irene Parlby, presented a petition to the Privy Council, which gained for women the right of appointment to the Canadian Senate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Eastern Ontario","United Counties of Leeds and Grenville","Township of Elizabethtown-Kitley",44.7226,-75.963983
"713","Louise de Kiriline Lawrence, 1894-1992","Pimisi Bay Rest Area, on the north side of the Trans-Canada Highway #17, approximately 19 km east of Bonfield","Louise Flach was born in Sweden and grew up on the scenic Baltic coast where she developed an interest in nature. Flach became a Red Cross nurse, serving during the First World War in Denmark, and then with her first husband Greb de Kiriline who died in revolutionary Russia. She immigrated to Canada in 1927, settled near Bonfield, Ontario and was head nurse for the Dionne Quintuplets. In 1935, she retired from nursing to study the flora and fauna – specifically birds – near her log home located at the edge of Pimisi Bay west of here. Her writing included five wildlife books, 17 scientific papers, over 500 reviews and an autobiography. Her papers and research are preserved at Library and Archives Canada and at the Royal Ontario Museum. Louise de Kiriline Lawrence was an early environmentalist and an internationally renowned ornithologist recognized by the American Audubon Society, the Society of Canadian Ornithologists, the American Ornithologists' Union and Laurentian University, and was the first Canadian to receive the John Burroughs Medal in 1969.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Northern Ontario","District of Nipissing","Municipality of Calvin",46.27151795,-78.97875419
"714","Loyalist Landing at Cataraqui 1784, The","At Mississauga Point, Kingston","Following the end of the American Revolution in 1783 Frederick Haldimand, Governor of Quebec, approved the resettlement of loyalist refugees in what is now southern Ontario. Favourable reports on the Cataracoui area led to its occupation by British forces in the spring of 1783 and to the commencement of surveys the following October. In June 1784, a party of Associated Loyalists from New York State under the command of Captain Michael Grass, part of a loyalist flotilla travelling from Montreal, established a camp here on Mississauga Point. Grass later recalled: ""I led the loyal band, I pointed out to them the site of their future metropolis and gained for persecuted principles a sanctuary, for myself and followers a home.""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Eastern Ontario","County of Frontenac","City of Kingston",NA,NA
"715","Loyalist Memorial Church, The","At the church, Highway 33, just west of County Road 8, Adolphustown","The first Anglicans of Adolphustown were Loyalists who arrived in 1784. Early services were conducted at the home of Nicholas Hagerman by the Rev. John Langhorn who, from 1787 to 1813, was the resident missionary for the Townships of Ernesttown and Fredericksburgh. In 1822 a frame church named St. Paul's was built, which stills stands just west of this site. In that year Adolphustown became a mission and its first resident clergyman, the Rev. Job Deacon, served until 1850. The present Church of St. Alban-the-Martyr, erected 1884-88, was built through public subscriptions as a memorial to the Loyalists of the area.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Eastern Ontario","County of Lennox and Addington","Town of Greater Napanee",44.064717,-77.004367
"716","Loyalists in Upper Canada, The","Near the entrance to the Legislative Chambers, on the second floor of the Legislative Building, Queen's Park, Toronto","When United Empire Loyalists who had adhered to the Crown during the American Revolution and, in most cases, served in volunteer regiments, came to settle in this province in the 1780s, the region was largely uninhabited. These Loyalists, all of whom had suffered persecution and confiscation of property, were granted land in the vicinity of the Bay of Quinte and the Upper St Lawrence, Niagara and Detroit Rivers. They laid the foundations of a new province. It was largely because of their presence that a form of self-government, based on British law and institutions, was established in Upper Canada when the province was created in 1791. By then the Loyalists numbered about 10,000.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"717","Loyalists Landing Place 1784, The","In the park on Highway 33, Adolphustown","On June 16, 1784, a party of some 250 United Empire Loyalists landed from bateaux near this site and established the first permanent white settlement in Adolphustown Township. They had sailed from New York in the fall of 1783 under the leadership of Major Peter Van Alstine (1743-1800), a Loyalist of Dutch ancestry, and passed the winter at Sorel. Van Alstine was later appointed a justice of the peace, represented this area in the first Legislative Assembly of Upper Canada and built at Glenora the earliest gristmill in Prince Edward County.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Eastern Ontario","County of Lennox and Addington","Town of Greater Napanee",44.061067,-77.008417
"718","Lucy Maud Montgomery","At her former home, Concession Road 7, Leaskdale","In this house, the author of ""Anne of Green Gables"" lived for fifteen years, and here wrote eleven of her twenty-two novels, including ""Anne of the Island"" (1915) and ""Anne's House of Dreams"" (1916). Born in 1874 at Clifton, Prince Edward Island, she was educated at Charlottetown and Halifax. From 1898 to 1911 she lived at Cavendish, P. E. I., and there began her career as a novelist. In 1911 she married the Reverend Ewan Macdonald, a Presbyterian minister, and came with him to Leaksdale. They moved in 1926 to Norval, and nine years later to Toronto, where she died in 1942. Mrs. Macdonald was awarded the O.B.E. by King George V in 1935.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Greater Toronto Area","Regional Municipality of Durham","Township of Uxbridge",44.203083,-79.160633
"719","Lyndhurst Bridge, The","Beside the bridge, in a small park on the Gananoque River, County Road 2, Lyndhurst - off Highway 15 north of Gananoque","Reputedly the oldest bridge in existence in Ontario, this structure was built in 1856-57. It was designed by John Roddick, then an employee of a prominent local mill owner, and erected by contractors Miles Fulford and Simon Ransom. A fine example of masonry arch construction, the picturesque three- span bridge was built of local field stone, laid in random courses, and is unadorned except for the sandstone wall caps and arch surrounds. It is distinguished by the curved flare of its end walls and by the slightly oblique shape of two if its arches. In 1986 the Lyndhurst Bridge was strengthened with the erection of a reinforced concrete interior frame and completely restored to its original exterior appearance. It remains in regular use today.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Eastern Ontario","United Counties of Leeds and Grenville","Township of Leeds and the Thousand Islands",NA,NA
"720","M.W. Bro. William Mercer Wilson, 1813-
1875","In front of St. John's Anglican Church (Woodhouse), 879 Norfolk Street, Simcoe.","William Mercer Wilson was born in Scotland and immigrated to Upper Canada at the age of 19. He moved to Simcoe where he worked as a court clerk, lawyer, Crown attorney and finally judge for Norfolk County. During the Rebellions of 1837-38, he served in the Norfolk Cavalry and attained the rank of Lieutenant-Colonel. He introduced the first printing press in the district and for two years published the Norfolk Observer. In 1840, Wilson became a Freemason in Simcoe. His leadership and vision were instrumental in the creation of the Grand Lodge of Canada, independent of the authority of the Grand Lodge of England. The legacy of Ontario Freemasons can be traced to his unifying efforts. Most Worshipful Brother Wilson was elected the Grand Lodge's first Grand Master in 1855, a position that he held twice more before his death. His grave is located at the far eastern end of the cemetery.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"Southwestern Ontario","County of Norfolk (District)","County of Norfolk",42.79835093,-80.28899294
"721","Macdonald-Mowat House 1872, The","In front of the house, 63 St. George Street, University of Toronto, Toronto","Sir John A. Macdonald, Canada's first prime minister, purchased this house in 1876 and lived here 1876-78. It was built in 1872 in the French Second Empire style by Nathaniel Dickey, a Toronto iron founder. Macdonald owned the property until 1886 and it was occupied by his son, Hugh John, 1879-82. The Hon. Oliver Mowat, prime minister of Ontario, bought and occupied the house in 18888 and retained ownership until 1902. The property was leased, 1897-98, to the Hon. Arthur Sturgis Hardy who succeeded Mowat as prime minister, and sold to Knox College in 1910.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Greater Toronto Area","City of Toronto (District)","City of Toronto",NA,NA
"722","Mack Centre of Nursing Education, The","At the site of the school, now the Leonard Nurses' Home, 178 Queenston Street, St. Catharines","Dr. Theophilus Mack (1820-1881) emigrated from Dublin to Upper Canada with his family in 1832. He received his medical education at the Military Hospital at Amherstburg and at Geneva College, New York. Settling in St. Catharines in 1844, he was instrumental in founding the General and Marine Hospital in this city. In 1874, Dr. Mack, understanding the need for trained and disciplined nurses, established the St. Catharines Training School for Nurses. This school, using the Florence Nightingale system with its emphasis on knowledge of hygiene and medicine, was the first of its kind in Canada. The Mack Centre of Nursing Education became part of the Niagara College of Applied Arts and Technology in 1973.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Niagara Falls and Region","Regional Municipality of Niagara","City of St. Catharines",NA,NA
"723","Mackenzie House and Family, The","At the house, 316 Christina Street North, Sarnia","Constructed about 1861, this house is a fine example of a blend of several Revival styles termed Ontario Classic Architecture, popular throughout the province during the second half of the nineteenth century. It was built for John Mackenzie, a prominent local merchant and member of a Scottish immigrant family that had settled in Port Sarnia in 1847. By the 1860's he and his six brothers had become firmly established with extensive business interests throughout the region. Hope and Alexander, the two most politically active brothers, developed Lambton County into a Reform stronghold and exercised political leadership over much of southwestern Ontario. They were elected to Parliament, and Alexander Mackenzie served as Canada's second Prime Minister from 1873 to 1878.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Southwestern Ontario","County of Lambton","City of Sarnia",42.977117,-82.404883
"724","Mackenzie's Crossing 1837","Niagara River Parkway and Thompson Road, near the site of his crossing, about 6 km north of Fort Erie","On December 7, 1837, William Lyon MacKenzie's ""Patriot"" forces were defeated north of Toronto by Loyalist militia and he fled toward the United States. Travelling little used routes in order to avoid government forces which were scouring the countryside, he reached this vicinity on December 11th. Capt. Samuel McAfee, who owned the property at the time, provided MacKenzie with a boat to cross the Niagara River. While the rebel leader was embarking, Col. William Kerby arrived with a detachment of militia, but the McAfee family distracted his
attention until MacKenzie gained the safety of the American shore.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Niagara Falls and Region","Regional Municipality of Niagara","Town of Grimsby",NA,NA
"725","MacLeod Settlement, The","At a MacLeod farm on Dalkeith Road, near Alexandria","In 1793, some 40 families, including members of several clans, emigrated from Glenelg, Scotland, under the leadership of Alexander MacLeod and landed at St. John's Island (now Prince Edward Island). The following year they came to Glengarry County and petitioned for land. In August, 1794, the majority were authorized to occupy 200 acres each in the vicinity of Kirkhill, which was for many years known as Glenelg. Alexander MacLeod, who was located on this property in 1794, was instrumental in founding one of the earliest Presbyterian parishes in Upper Canada here in Lochiel Township. During the War of 1812 he served as a captain in the 2nd Regiment of the Glengarry militia and died March 4, 1850.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Ontario","United Counties of Stormont, Dundas and Glengarry","Township of North Glengarry",NA,NA
"726","MacMillan Emigration 1802, The","On the grounds of St. Andrew's Presbyterian Church which served the Highlanders, Church Street West, Williamstown","In September, 1802, over 400 Highland emigrants, including more than 100 MacMillans, arrived at Montreal under the leadership of Archibald McMillan (Murlaggan) on board the vessels 'Friends', 'Helen' and 'Jane'. He planned to form a settlement in Argenteuil County, Lower Canada, but while negotiations were proceeding, many of his followers moved to Glengarry, Upper Canada, where relatives and friends were already established. In 1804 Murlaggan's cousin, Alan McMillan (Glenpean), secured land in the wilderness township of Finch, Stormont County, where with some forty MacMillans, Camerons and others he laid the foundation of its settlement. Murlaggan acquired land in Argenteuil in 1807-08 where he settled shortly thereafter. Glenpean died in 1823 and is buried here.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Ontario","United Counties of Stormont, Dundas and Glengarry","Township of South Dundas",45.146633,-74.577667
"727","Macpherson House, The","On the grounds of the house, now a museum, 180 Elizabeth Street, Napanee","Built before 1830, this house remains a fine example of a late phase of Georgian architecture. It was constructed by Allan Macpherson who, about 1812, had leased the mills on the opposite side of the Napanee River. His new dwelling was near his other principal business enterprise, a general store on Dundas Street on this side of the stream. Napanee's first postmaster and an active magistrate, Macpherson was long the community's leading citizen. When he moved to Kingston about 1849, his house was taken over by his son, Donald, and it remained in family possession until 1896. Among the distinguished guests here were Bishop John Strachan and Sir John A. Macdonald.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eastern Ontario","County of Lennox and Addington","Town of Greater Napanee",44.253217,-76.94615
"728","Madeleine de Roybon d'Allonne","On her former land holding, Highway 33, east of the floating bridge at Parrott Bay - just west of Amherstview","Of noble French birth, de Roybon was the first European  woman to own land in what is now Ontario. She came to Fort Frontenac (Kingston), probably in 1679, where she acquired property from René-Robert Cavelier de La Salle, governor and seigneur of the fort. In 1681 she loaned him money to finance his explorations, and about this time he granted her a seigneury extending westward from Toneguignon (Collins Bay). On this land she built a house, outbuildings and a trading post, grew crops and raised cattle. Marauding Iroquois, angry at the French for their campaign against the Senecas in 1686, destroyed de Roybon's establishment in August 1687 and took her prisoner. Released the following year, she lived in Montreal until her death.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,"Eastern Ontario","County of Lennox and Addington","Township of Loyalist",NA,NA
